4512,10/24/11,43,0.06,125,5135.62,Sandra Prescott,Ohio,East,Training - Javascript,1,0.44
21893,10/24/11,30,0.01,110,3320.75,Gary Monton,Texas,Central,Development - PHP,1,0.39
20384,10/25/11,30,0.08,200,5610.95,Mitch Merwin,New York,East,Development - Big Data,1,0.69
20384,10/25/11,32,0.04,125,3903.27,Mitch Merwin,New York,East,Training - Javascript,1,0.44
33987,10/25/11,19,0.1,125,2172.72,Sara Fair,Vermont,East,Training - Development,1,0.43
33987,10/25/11,27,0.07,150,3828.56,Sara Fair,California,West,Consulting - Market Research,1,0.5
47106,10/25/11,37,0.05,170,6073.95,Becky Hunt,New Jersey,East,Development - .Net,1,0.69
47106,10/25/11,40,0.1,150,5488.97,Becky Hunt,Maine,East,Consulting - Market Research,1,0.65
13472,10/26/11,26,0.09,200,4810.08,Corey Patt,Maine,East,Development - Scala,1,0.69
26144,10/26/11,28,0.1,200,5123.17,Lindsay DeVincentis,North Carolina,South,Development - Scala,1,0.65
27717,10/26/11,19,0.05,200,3669.57,Tracy Hale,Florida,South,Development - Scala,1,0.65
39041,10/26/11,47,0,125,5971.94,Adam Phonely,California,West,Training - SQL,1,0.58
39041,10/26/11,23,0.06,125,2747.09,Adam Phonely,California,West,Training - SQL,1,0.53
52195,10/26/11,19,0.09,160,2812.05,Alyssa Sink,MA,East,Development - Java,1,0.58
58055,10/27/11,26,0,125,3303.71,Julia Meador,Illinois,Central,Training - SQL,1,0.46
17377,10/28/11,39,0.05,120,4519.59,Erin Dona,Texas,Central,Development - Business Logic,1,0.56
31109,10/28/11,49,0.08,160,7332.18,Sung Martin,Idaho,West,Development - Java,1,0.64
32001,10/28/11,22,0.07,125,2599.83,Chad Jas,Maryland,East,Training - SQL,1,0.4
32001,10/28/11,11,0,150,1677.31,Chad Jas,Maryland,East,Consulting - Strategy,1,0.55
34082,10/28/11,19,0.1,200,3476.6,Dan Ashbrook,Texas,Central,Development - Big Data,1,0.65
34082,10/28/11,20,0.07,160,3025.26,Dan Ashbrook,Texas,Central,Development - Java,1,0.68
34082,10/28/11,35,0.02,120,4184.12,Dan Ashbrook,Texas,Central,Development - Business Logic,1,0.53
53283,10/28/11,2,0.04,150,292.77,Corey Cheatham,California,West,Consulting - Strategy,1,0.55
57287,10/28/11,11,0.03,150,1626.99,Randy Baptist,Tennessee,South,Consulting - Business Model,1,0.55
5092,10/29/11,3,0.1,125,343.09,John Doherty,Minnesota,Central,Training - Tableau,1,0.52
5092,10/29/11,25,0.06,110,2627.85,John Doherty,Minnesota,Central,Development - Python,1,0.44
22657,10/29/11,36,0,150,5489.51,Ralph Eplett,Michigan,Central,Consulting - Business Model,1,0.62
22657,10/29/11,8,0.05,140,1081.64,Ralph Eplett,Michigan,Central,Development - Database,1,0.52
38628,10/29/11,23,0.06,150,3296.76,Nora Stevenson,Virginia,South,Consulting - Market Research,1,0.65
48164,10/29/11,33,0.07,120,3743.85,Christine Knight,MO,Central,Development - Business Logic,1,0.38
420,10/30/11,8,0.09,110,814.09,Tony Lucas,Washington,West,Development - Python,1,0.32
