4647,5/13/09,33,0.01,150,4872.08,Carlos Kinney,Maine,East,Consulting - Market Research,1,0.6
4647,5/13/09,34,0.06,140,4448.45,Carlos Kinney,New Hampshire,East,Development - Front End Web,1,0.52
4647,5/13/09,7,0.03,110,742.57,Carlos Kinney,Connecticut,East,Development - PHP,1,0.47
4647,5/13/09,6,0.01,110,649.61,Carlos Kinney,Connecticut,East,Development - PHP,1,0.44
13314,5/13/09,34,0.08,140,4353.8,Giulietta Ferguson,California,West,Development - Database,1,0.63
28097,5/13/09,43,0,125,5343.83,Claire Armstrong,Oregon,West,Training - SQL,1,0.58
36358,5/13/09,28,0.06,150,3925.11,Dorris Engle,New York,East,Consulting - Business Model,1,0.53
36358,5/13/09,22,0.02,110,2357.85,Dorris Engle,New York,East,Development - Python,1,0.59
8132,5/14/09,46,0.08,150,6311.35,Benjamin Reiten,Arizona,West,Consulting - Business Model,1,0.67
8132,5/14/09,45,0.07,110,4576.92,Benjamin Reiten,Arizona,West,Development - Python,1,0.54
10659,5/14/09,40,0,110,4374.59,Dave Norling,Arkansas,South,Development - Python,1,0.46
30852,5/14/09,35,0.01,150,5167.49,Andrew Benoit,Colorado,West,Consulting - Market Research,1,0.7
36609,5/14/09,8,0,110,874.92,Brad Fisher,MA,East,Development - Python,1,0.47
43553,5/14/09,29,0.05,110,3013,Bart Armstrong,New Jersey,East,Development - Python,1,0.52
6656,5/15/09,45,0.02,160,7015.43,Dennis Cyprus,Pennsylvania,East,Development - Java,1,0.72
6656,5/15/09,50,0.1,160,7158.61,Dennis Cyprus,Pennsylvania,East,Development - Java,1,0.68
8353,5/15/09,34,0.06,150,4766.44,Brendan Smith,Washington,West,Consulting - Business Model,1,0.67
8353,5/15/09,16,0.08,120,1756.24,Brendan Smith,Washington,West,Development - Business Logic,1,0.53
10048,5/15/09,46,0.08,150,6311.5,Sonia Kane,Kansas,Central,Consulting - Business Model,1,0.7
10048,5/15/09,21,0.02,140,2864.64,Sonia Kane,Kansas,Central,Development - Front End Web,1,0.64
18496,5/15/09,30,0.01,150,4429.39,Larry Elliston,Utah,West,Consulting - Business Model,1,0.59
18496,5/15/09,29,0.01,110,3139.94,Larry Elliston,Utah,West,Development - Python,1,0.39
41793,5/15/09,48,0.05,125,5667.23,Adam Zic,Montana,West,Training - SQL,1,0.54
263,5/16/09,25,0.09,160,3619.16,Paul Carmichael,California,West,Development - Java,1,0.69
13218,5/16/09,18,0.03,160,2777.61,Victoria Schild,California,West,Development - Java,1,0.58
13218,5/16/09,16,0.07,110,1627.43,Victoria Schild,California,West,Development - Python,1,0.32
21286,5/16/09,17,0,170,2873.46,Denny Voltz,California,West,Development - .Net,1,0.69
24358,5/16/09,27,0.07,200,4993.25,Christine Knight,MO,Central,Development - Big Data,1,0.74
3553,5/17/09,7,0.06,120,785.1,Roy Peterman,Florida,South,Development - Business Logic,1,0.56
36131,5/17/09,43,0.07,110,4373.83,Aleksandra Trafton,Louisiana,South,Development - Python,1,0.36
36131,5/17/09,26,0.09,110,2587.77,Aleksandra Trafton,Louisiana,South,Development - Python,1,0.36
36131,5/17/09,26,0.07,120,2885.06,Aleksandra Trafton,California,West,Development - Business Logic,1,0.63
59779,5/17/09,30,0.04,125,3579.48,Stefania Ober,Kentucky,South,Training - Development,1,0.46
20614,5/18/09,47,0,150,7009.99,Arthur Miller,Texas,Central,Consulting - Business Model,1,0.53
38341,5/18/09,38,0.09,150,5157.57,Brendan Bowman,MA,East,Consulting - Market Research,1,0.65
38341,5/18/09,15,0.1,160,2147.74,Brendan Bowman,Maine,East,Development - Java,1,0.72
38341,5/18/09,5,0.07,110,508.6,Brendan Bowman,Maine,East,Development - Python,1,0.35
58147,5/18/09,41,0.04,170,6653.23,Jack Bradley,Mississippi,South,Development - .Net,1,0.69
59207,5/18/09,3,0.09,140,380.03,Roy Smith,Tennessee,South,Development - Database,1,0.62
59207,5/18/09,42,0.02,125,5115.8,Sylvia Gastineau,Illinois,Central,Training - Javascript,1,0.54
8930,5/19/09,14,0.04,110,1470.05,Tony Holden,California,West,Development - Python,1,0.45
55909,5/19/09,2,0.03,200,385.81,Karen Gilpin,New Jersey,East,Development - Big Data,1,0.75
55909,5/19/09,3,0.07,160,443.88,Karen Gilpin,MA,East,Development - Java,1,0.67
2725,5/20/09,39,0.01,150,5758.92,Dave Blackwell,California,West,Consulting - Market Research,1,0.62
5698,5/20/09,15,0.09,170,2307.45,Kristina Willman,Michigan,Central,Development - .Net,1,0.69
5698,5/20/09,7,0.06,110,719.73,Kristina Willman,Michigan,Central,Development - PHP,1,0.46
20261,5/20/09,25,0.09,160,3619.53,Duane Kennedy,Texas,Central,Development - Java,1,0.68
20261,5/20/09,36,0.04,110,3780.22,Duane Kennedy,Texas,Central,Development - Python,1,0.36
