15972,8/9/11,2,0.07,140,264.19,Naresj Arnett,Texas,Central,Development - Database,1,0.5
23558,8/9/11,4,0.01,110,441.94,Julie Murray,West Virginia,East,Development - Python,1,0.35
23558,8/9/11,17,0.03,125,2091.26,Julie Murray,West Virginia,East,Training - Javascript,1,0.46
24583,8/9/11,17,0.06,160,2594.03,Becky Poirier,Oregon,West,Development - Java,1,0.53
24387,8/10/11,23,0.01,125,2887.76,Bryan Gjertsen,Illinois,Central,Training - SQL,1,0.5
24387,8/10/11,17,0.04,125,2069.75,Bryan Gjertsen,Illinois,Central,Training - Javascript,1,0.52
39683,8/10/11,31,0.04,160,4831.05,Jeremy Watters,Illinois,Central,Development - Java,1,0.58
39683,8/10/11,41,0.1,125,4679.77,Jeremy Watters,Illinois,Central,Training - Development,1,0.59
39683,8/10/11,6,0.09,125,692.45,Jeremy Watters,Illinois,Central,Training - SQL,1,0.6
39683,8/10/11,30,0,140,4261.26,Jeremy Watters,Illinois,Central,Development - Database,1,0.59
52288,8/10/11,19,0.07,125,2240.96,Kimberly McGrath,Iowa,Central,Training - SQL,1,0.46
6304,8/11/11,30,0.01,110,3314.73,Adam Wendt,Oregon,West,Development - Python,1,0.38
6754,8/11/11,13,0.01,150,1958.7,Bill Kiefer,Ohio,East,Consulting - Market Research,1,0.5
17958,8/11/11,33,0.07,125,3892.3,Jasper Galang,New York,East,Training - SQL,1,0.43
31620,8/11/11,20,0.05,150,2891.64,Maribeth Jones,Kentucky,South,Consulting - Market Research,1,0.53
54051,8/11/11,23,0.05,125,2771.15,Alice Page,Utah,West,Training - Tableau,1,0.58
54051,8/11/11,28,0.06,200,5340.91,Alice Page,Utah,West,Development - Scala,1,0.75
6465,8/12/11,36,0.06,110,3776.88,Alan Flentye,Maine,East,Development - Python,1,0.35
27553,8/12/11,48,0.03,200,9448.28,Jim French,Illinois,Central,Development - Big Data,1,0.71
27553,8/12/11,16,0,150,2435.12,Jim French,Illinois,Central,Consulting - Market Research,1,0.55
9763,8/13/11,44,0.07,200,8303.97,Alan Reichenbach,Illinois,Central,Development - Scala,1,0.71
31846,8/13/11,7,0.03,125,861.19,Jennifer Lee,New York,East,Training - Development,1,0.5
49220,8/13/11,13,0.07,170,2085.43,Evan Elias,Florida,South,Development - .Net,1,0.65
17379,8/14/11,29,0.08,125,3383.97,Harry Kotsonis,Pennsylvania,East,Training - Tableau,1,0.43
47810,8/14/11,3,0.02,120,357.98,Ionia Barroso,Alabama,South,Development - Business Logic,1,0.48
56580,8/14/11,9,0.1,110,904.08,Karen Seio,Ohio,East,Development - Python,1,0.39
56580,8/14/11,44,0.1,200,8036.3,Karen Seio,Ohio,East,Development - Big Data,1,0.7
56580,8/14/11,29,0.05,125,3494.32,Karen Seio,Ohio,East,Training - Javascript,1,0.53
1414,8/15/11,44,0.07,125,5190.24,Carol Weiss,Colorado,West,Training - Javascript,1,0.54
28674,8/15/11,26,0,110,2902.07,Susan Bailliet,Georgia,South,Development - Python,1,0.48
54659,8/15/11,38,0.06,110,3987,Carol Knutson,Maryland,East,Development - Python,1,0.53
9927,8/16/11,32,0,125,4058.94,Grant Jackson,Illinois,Central,Training - Tableau,1,0.46
9927,8/16/11,44,0.01,125,5525.23,Grant Jackson,Illinois,Central,Training - Development,1,0.58
9927,8/16/11,34,0.09,150,4709.38,Grant Jackson,Illinois,Central,Consulting - Business Model,1,0.55
14247,8/16/11,4,0.03,140,551.2,Denny Wasserman,Ohio,East,Development - Database,1,0.68
49409,8/16/11,28,0.04,150,4091.41,Natalie Pelletier,Florida,South,Consulting - Business Model,1,0.55
13381,8/17/11,41,0,125,5200.64,Vivian Emerson,Maryland,East,Training - Javascript,1,0.54
17253,8/17/11,13,0.08,160,1941.84,Roy Schnelling,Washington,West,Development - Java,1,0.68
38466,8/17/11,22,0.08,110,2259.26,Jane Ordway,Ohio,East,Development - Python,1,0.45
38466,8/17/11,37,0.04,200,7208.85,Jane Ordway,Ohio,East,Development - Scala,1,0.66
38466,8/17/11,15,0.02,110,1640.87,Jane Ordway,Ohio,East,Development - Python,1,0.35
42373,8/17/11,11,0.1,160,1607.38,Emily Fortune,Alabama,South,Development - Java,1,0.58
47459,8/17/11,10,0.06,160,1526.2,Denise Catini,Vermont,East,Development - Java,1,0.67
8768,8/18/11,44,0.03,150,6496.65,Resi Gonzalez,Idaho,West,Consulting - Market Research,1,0.67
33604,8/18/11,10,0.04,160,1558.71,Yana Gonzalez,California,West,Development - Java,1,0.72
43424,8/18/11,34,0.04,170,5630.83,Maria Wilson,MO,Central,Development - .Net,1,0.6
1639,8/19/11,24,0.09,110,2437.98,Sean Thornton,Wisconsin,Central,Development - Python,1,0.32
10791,8/19/11,20,0.05,110,2120.95,Anthony Phan,Illinois,Central,Development - Python,1,0.55
16967,8/19/11,5,0.08,150,700.22,Brad Creighton,Minnesota,Central,Consulting - Business Model,1,0.55
16967,8/19/11,34,0.06,110,3567.66,Brad Creighton,Minnesota,Central,Development - Python,1,0.36
