57382,3/23/09,25,0.09,160,3614.27,George Barnes,Texas,Central,Development - Java,1,0.64
57382,3/23/09,45,0.07,110,4570.96,George Barnes,Texas,Central,Development - PHP,1,0.52
32451,3/24/09,42,0.1,160,6005.4,Nat Lloyd,Texas,Central,Development - Java,1,0.68
37794,3/24/09,6,0.08,125,685.14,Michael Goranitis,Florida,South,Training - SQL,1,0.53
37794,3/24/09,32,0.03,200,6164.27,Michael Goranitis,Florida,South,Development - Big Data,1,0.72
38721,3/24/09,17,0.1,125,1899.03,Troy Hwang,MA,East,Training - SQL,1,0.5
38721,3/24/09,15,0.05,110,1556.46,Troy Hwang,MA,East,Development - PHP,1,0.35
57415,3/24/09,6,0.02,200,1167.72,Tamara Turnell,Texas,Central,Development - Big Data,1,0.75
58628,3/24/09,23,0.09,125,2597.82,Dionis Stewart,New York,East,Training - Javascript,1,0.5
323,3/25/09,20,0.07,110,2031.64,Dario Wiediger,Arizona,West,Development - PHP,1,0.35
323,3/25/09,2,0.06,110,205.35,Dario Wiediger,Arizona,West,Development - Python,1,0.52
1892,3/25/09,47,0.05,160,7093.86,Joe Schnelling,Pennsylvania,East,Development - Java,1,0.69
1892,3/25/09,9,0.01,110,973.22,Joe Schnelling,Pennsylvania,East,Development - Python,1,0.59
10148,3/25/09,27,0.02,125,3284.29,Christopher Brandow,Colorado,West,Training - Tableau,1,0.43
38565,3/25/09,20,0.01,125,2457.63,Justin Carroll,Iowa,Central,Training - SQL,1,0.58
51266,3/25/09,11,0.04,150,1572.88,Michael Harton,South Carolina,South,Consulting - Strategy,1,0.53
51266,3/25/09,30,0.01,110,3244.07,Michael Harton,South Carolina,South,Development - Python,1,0.45
51266,3/25/09,23,0.03,110,2436.88,Michael Harton,South Carolina,South,Development - Python,1,0.39
51266,3/25/09,46,0.05,120,5207.19,Michael Harton,South Carolina,South,Development - Business Logic,1,0.42
3653,3/26/09,41,0.08,120,4494.74,Lynn Degenhardt,Virginia,South,Development - Business Logic,1,0.58
31174,3/26/09,20,0.07,170,3139.89,Muhammed Kamberova,Virginia,South,Development - .Net,1,0.58
31174,3/26/09,29,0.03,160,4469.32,Muhammed Kamberova,Virginia,South,Development - Java,1,0.67
46407,3/26/09,7,0.1,160,1000.95,Rick Webber,California,West,Development - Java,1,0.56
51554,3/26/09,7,0.05,170,1122.59,Liz Greer,North Carolina,South,Development - .Net,1,0.69
51554,3/26/09,29,0.09,200,5241.09,Liz Greer,North Carolina,South,Development - Big Data,1,0.69
21633,3/27/09,29,0.08,125,3311.76,Keith Beeghly,Arkansas,South,Training - SQL,1,0.58
22562,3/27/09,46,0.08,150,6303.76,Jennifer Lee,New York,East,Consulting - Strategy,1,0.65
22562,3/27/09,31,0.1,110,3047.61,Jennifer Lee,New York,East,Development - Python,1,0.46
22562,3/27/09,3,0,200,595.82,Jennifer Lee,New York,East,Development - Big Data,1,0.66
28354,3/27/09,34,0.1,150,4558.01,Dave Hackney,California,West,Consulting - Business Model,1,0.67
32869,3/27/09,41,0.06,150,5740.71,Christopher Swint,Indiana,Central,Consulting - Business Model,1,0.55
32869,3/27/09,49,0.05,125,5778.2,Christopher Swint,Indiana,Central,Training - SQL,1,0.58
32869,3/27/09,2,0.01,120,235.94,Christopher Swint,Indiana,Central,Development - Business Logic,1,0.38
32869,3/27/09,39,0.1,150,5228.31,Christopher Swint,Indiana,Central,Consulting - Market Research,1,0.65
33319,3/27/09,11,0.01,125,1351.76,Don Shami,Pennsylvania,East,Training - Development,1,0.54
39750,3/27/09,7,0.01,150,1032.26,Adam Wendt,Oregon,West,Consulting - Strategy,1,0.59
50816,3/27/09,25,0.07,170,3924.96,Anthony Phan,Iowa,Central,Development - .Net,1,0.58
50816,3/27/09,26,0.03,160,4007.08,Anthony Phan,Iowa,Central,Development - Java,1,0.56
50816,3/27/09,6,0.01,150,884.79,Anthony Phan,Iowa,Central,Consulting - Business Model,1,0.5
53953,3/27/09,36,0.07,110,3657.14,Heather Schneider,Michigan,Central,Development - Python,1,0.54
2144,3/28/09,40,0.08,150,5481.67,Jonathan Akin,North Carolina,South,Consulting - Market Research,1,0.61
4516,3/28/09,42,0.05,110,4358.52,Ryan Johnson,Florida,South,Development - Python,1,0.35
9478,3/28/09,48,0.04,125,5720,Philip Sorensen,South Dakota,Central,Training - SQL,1,0.43
9478,3/28/09,48,0.08,110,4823.87,Philip Sorensen,South Dakota,Central,Development - Python,1,0.52
48357,3/28/09,16,0.04,150,2288,Eileen Lonsdale,Texas,Central,Consulting - Strategy,1,0.55
52576,3/28/09,10,0.03,150,1444.9,Tony Lucas,Alabama,South,Consulting - Strategy,1,0.53
58116,3/28/09,6,0.01,125,737.34,Nick Saunders,Georgia,South,Training - Development,1,0.52
16229,3/29/09,27,0.04,150,3861.1,Nora Airdo,California,West,Consulting - Business Model,1,0.61
16229,3/29/09,19,0.05,150,2688.77,Nora Airdo,Maine,East,Consulting - Market Research,1,0.53
49125,3/29/09,29,0.05,110,3009.53,Edward Weien,Texas,Central,Development - Python,1,0.38
58688,3/29/09,18,0.08,120,1973.45,Grant Jackson,Illinois,Central,Development - Business Logic,1,0.5
2915,3/30/09,41,0.07,120,4544.06,Tim Trevino,Idaho,West,Development - Business Logic,1,0.42
2915,3/30/09,23,0.01,150,3391.95,Tim Trevino,Idaho,West,Consulting - Business Model,1,0.55
10949,3/30/09,46,0.1,150,6167.19,Ashley Wiener,Georgia,South,Consulting - Strategy,1,0.62
22755,3/30/09,35,0,160,5561.39,Fred Overcash,Colorado,West,Development - Java,1,0.69
22755,3/30/09,45,0.04,160,6864.35,Fred Overcash,Colorado,West,Development - Java,1,0.58
22755,3/30/09,5,0.06,150,700.14,Fred Overcash,Colorado,West,Consulting - Market Research,1,0.65
37859,3/30/09,2,0.01,110,216.3,Tom Lampkin,New York,East,Development - Python,1,0.45
29127,3/31/09,18,0.06,120,2016.45,Thea Clark,Florida,South,Development - Business Logic,1,0.48
44772,3/31/09,1,0.07,150,138.54,Dorothy Deggeller,Illinois,Central,Consulting - Market Research,1,0.59
48035,3/31/09,8,0.09,150,1084.5,Liz Greer,North Carolina,South,Consulting - Market Research,1,0.6
8295,4/1/09,30,0.09,150,4066.97,Karen Garverick,Alabama,South,Consulting - Market Research,1,0.65
8295,4/1/09,7,0.01,150,1032.39,Karen Garverick,Alabama,South,Consulting - Market Research,1,0.59
10978,4/1/09,9,0.06,125,1050.26,Toby Seio,Tennessee,South,Training - Development,1,0.46
17795,4/1/09,1,0.06,170,158.71,Troy Hwang,Connecticut,East,Development - .Net,1,0.69
42242,4/1/09,23,0.09,160,3325.88,Thomas Weimer,Wisconsin,Central,Development - Java,1,0.68
42242,4/1/09,15,0.1,150,2011.14,Thomas Weimer,Wisconsin,Central,Consulting - Business Model,1,0.5
42242,4/1/09,23,0.07,150,3186.54,Thomas Weimer,Wisconsin,Central,Consulting - Strategy,1,0.67
2754,4/2/09,16,0.04,170,2593.39,Philip Sorensen,Ohio,East,Development - .Net,1,0.61
2754,4/2/09,11,0.09,110,1093.59,Philip Sorensen,Ohio,East,Development - Python,1,0.52
22978,4/2/09,28,0.03,125,3371.85,Anthony Carroll,North Carolina,South,Training - Development,1,0.46
48518,4/2/09,17,0.1,110,1671.52,Scot Moffitt,Wisconsin,Central,Development - Python,1,0.38
53281,4/2/09,40,0.08,125,4568.63,Philip Sorensen,Texas,Central,Training - Development,1,0.58
44225,4/3/09,29,0,125,3600.37,Nora Stevenson,New York,East,Training - SQL,1,0.43
13959,4/4/09,47,0.01,200,9243,Alex Grayson,Oregon,West,Development - Scala,1,0.66
13959,4/4/09,19,0.09,110,1889.02,Alex Grayson,Oregon,West,Development - Python,1,0.36
22371,4/4/09,8,0,160,1271.33,Phillip West,New York,East,Development - Java,1,0.64
25475,4/4/09,49,0.06,110,5032.3,Lena Wener,Iowa,Central,Development - Python,1,0.47
42693,4/4/09,33,0.01,200,6489.77,Dave Norling,West Virginia,East,Development - Big Data,1,0.65
46436,4/4/09,46,0,150,6853.29,Odella Tron,Pennsylvania,East,Consulting - Market Research,1,0.6
13765,4/5/09,45,0.1,120,4827.22,Scot Fine,Arkansas,South,Development - Business Logic,1,0.57
36452,4/5/09,26,0.1,160,3718.75,Eudokia Schmidt,Texas,Central,Development - Java,1,0.63
36452,4/5/09,18,0.04,125,2145.43,Eudokia Schmidt,Texas,Central,Training - SQL,1,0.6
50016,4/5/09,15,0.05,150,2123.08,Harold McCarthy,South Carolina,South,Consulting - Market Research,1,0.66
5921,4/6/09,27,0.01,200,5310.08,Maurice Cunningham,Florida,South,Development - Big Data,1,0.69
10851,4/6/09,50,0.09,140,6327.19,Jenna Nguyen,Indiana,Central,Development - Front End Web,1,0.52
10851,4/6/09,14,0.02,150,2044.17,Jenna Nguyen,Pennsylvania,East,Consulting - Market Research,1,0.61
14114,4/6/09,29,0.03,140,3911.74,Dave Blackwell,Maine,East,Development - Database,1,0.59
14114,4/6/09,38,0.01,125,4670.9,Dave Blackwell,New Jersey,East,Training - Tableau,1,0.5
14114,4/6/09,41,0.05,125,4836.03,Dave Blackwell,New Jersey,East,Training - SQL,1,0.54
14530,4/6/09,17,0.06,200,3174.52,Tracy Hoffman,South Carolina,South,Development - Big Data,1,0.67
14530,4/6/09,49,0.1,200,8760.73,Tracy Hoffman,South Carolina,South,Development - Big Data,1,0.65
14530,4/6/09,44,0.01,150,6490.09,Tracy Hoffman,South Carolina,South,Consulting - Market Research,1,0.61
26918,4/6/09,16,0.05,120,1811.74,Russell Redmond,Nebraska,Central,Development - Business Logic,1,0.42
35361,4/6/09,40,0.09,110,3977.09,Corey Cheatham,California,West,Development - Python,1,0.53
35361,4/6/09,37,0,110,4042.65,Corey Cheatham,California,West,Development - Python,1,0.53
40544,4/6/09,39,0.06,125,4551.71,Michelle Collister,Wisconsin,Central,Training - SQL,1,0.53
42599,4/6/09,31,0.04,125,3695,Alex Thompson,New Hampshire,East,Training - Tableau,1,0.58
3777,4/7/09,14,0.06,125,1633.99,Christine Wasserman,Nebraska,Central,Training - SQL,1,0.43
5509,4/7/09,11,0.02,110,1177.86,Ashley Wiener,Arizona,West,Development - PHP,1,0.55
