29607,3/13/12,20,0.05,110,2131.72,Ken Budd,Pennsylvania,East,Development - Python,1,0.32
35173,3/13/12,29,0.09,125,3364.6,Mike Farhat,Idaho,West,Training - Tableau,1,0.46
35173,3/13/12,13,0.02,150,1949.14,Mike Farhat,Idaho,West,Consulting - Market Research,1,0.66
2022,3/14/12,45,0,170,7802.89,Alan Daly,Texas,Central,Development - .Net,1,0.69
14784,3/14/12,43,0.04,125,5263.13,Brenda Hildebrand,New York,East,Training - Javascript,1,0.53
27490,3/14/12,18,0.02,160,2878.81,Daniel Atkinson,Oklahoma,Central,Development - Java,1,0.63
43138,3/14/12,43,0.06,160,6596.45,Matt Bertelson,Georgia,South,Development - Java,1,0.56
43138,3/14/12,50,0.07,125,5928.67,Matt Bertelson,Georgia,South,Training - Tableau,1,0.43
17571,3/15/12,32,0.01,140,4523.95,Thomas Ferrer,California,West,Development - Database,1,0.63
17571,3/15/12,50,0.02,150,7497.08,Thomas Ferrer,California,West,Consulting - Business Model,1,0.65
19207,3/15/12,23,0.1,200,4222.84,Cindy Mathis,Arizona,West,Development - Scala,1,0.65
19207,3/15/12,11,0,140,1570.82,Cindy Mathis,Arizona,West,Development - Database,1,0.62
21223,3/15/12,3,0.1,125,344.25,Harold Rosenblatt,Indiana,Central,Training - Tableau,1,0.64
21223,3/15/12,8,0.03,125,989.41,Harold Rosenblatt,Indiana,Central,Training - SQL,1,0.46
21607,3/15/12,17,0.09,120,1893.55,Heather Maddox,Illinois,Central,Development - Business Logic,1,0.41
52995,3/15/12,8,0.03,160,1266.44,Nat Hallsten,Oklahoma,Central,Development - Java,1,0.58
53571,3/15/12,21,0.05,160,3255.87,Dan MacKendrick,California,West,Development - Java,1,0.56
4515,3/16/12,7,0.02,150,1049.62,Vivian Emerson,Maryland,East,Consulting - Strategy,1,0.65
18112,3/16/12,13,0.06,110,1371.13,Henry Foster,Texas,Central,Development - Python,1,0.36
55458,3/16/12,32,0.07,160,4857,Shahid Boland,Wisconsin,Central,Development - Java,1,0.56
55458,3/16/12,13,0,200,2652.09,Shahid Boland,Wisconsin,Central,Development - Big Data,1,0.65
11202,3/17/12,8,0.05,160,1240.39,Barry Duston,Illinois,Central,Development - Java,1,0.53
24672,3/17/12,5,0.02,125,624.79,Stuart Epp,New York,East,Training - SQL,1,0.64
24672,3/17/12,37,0.09,110,3778,Stuart Epp,New York,East,Development - Python,1,0.47
24672,3/17/12,37,0.06,200,7095.54,Stuart Epp,New York,East,Development - Big Data,1,0.69
49953,3/17/12,18,0.1,150,2478.75,Toby Arntzen,Tennessee,South,Consulting - Business Model,1,0.53
49953,3/17/12,36,0.09,110,3675.89,Toby Arntzen,Tennessee,South,Development - Python,1,0.48
55268,3/17/12,11,0.08,150,1548.45,Patrick Webber,Michigan,Central,Consulting - Business Model,1,0.59
322,3/18/12,20,0.08,150,2815.43,Giulietta Black,Michigan,Central,Consulting - Market Research,1,0.67
322,3/18/12,46,0.1,110,4645.47,Giulietta Black,Michigan,Central,Development - Python,1,0.38
26660,3/18/12,1,0.1,110,100.99,Carol Hightower,New York,East,Development - Python,1,0.35
324,3/19/12,25,0.02,150,3748.9,Frank Price,North Carolina,South,Consulting - Market Research,1,0.61
1856,3/19/12,24,0.08,170,3829.08,Alex Daniels,Kansas,Central,Development - .Net,1,0.56
1856,3/19/12,43,0.05,150,6250.72,Alex Daniels,Kansas,Central,Consulting - Market Research,1,0.66
1856,3/19/12,44,0.1,150,6059.45,Alex Daniels,Kansas,Central,Consulting - Market Research,1,0.59
24865,3/19/12,46,0.04,110,4955.29,Valerie Pelletier,Florida,South,Development - PHP,1,0.55
54534,3/19/12,16,0.01,110,1777.44,Tracy Haushalter,California,West,Development - Python,1,0.53
26535,3/20/12,33,0.02,160,5278.59,Candace Kendrick,Texas,Central,Development - Java,1,0.64
30051,3/20/12,42,0.02,120,5038.65,Catherine House,Oregon,West,Development - Business Logic,1,0.44
